jatekos_dx,jatekos_dy,kimenet
19.84359884080037,-19.737228430788996,3
-35.319435299174245,22.097918546973833,2
35.853210475190956,4.5496920273064845,3
-22.564379333806773,20.37718468165251,2
14.813368210562228,43.067849570525915,1
-36.32195307397289,-24.50316395073572,2
-10.37336205674113,47.83039675790849,1
17.434839685623395,-46.961680251161674,0
41.91688693431248,-36.44118186814729,3
-38.37121149084673,28.906029401384963,2
-53.02247609570021,-12.721693755720572,2
-81.77486629151471,11.593443870505972,2
-27.8868562899668,-7.765334104232743,2
-64.95967172039465,42.97612135643266,2
20.50600205537617,18.01149246004352,3
25.567537113495142,26.244404890581947,1
31.913222035048882,-52.95657076787241,0
-4.521824470577549,12.85560285367066,1
-74.89793993845106,-25.190713378821183,2
88.49390937781018,7.8949599345997115,3
20.253671766556877,-54.34521838980578,0
11.33798201150455,13.89830443624237,1
-43.14374715409728,-66.59563720456546,0
-6.498175581615783,-50.08618547268101,0
68.19003942225123,38.99452334620373,3
-53.41960311329582,81.82527035136384,1
-40.504567866632186,-81.72225367428823,0
-0.8075455194431882,-19.777353573789753,0
-40.54658935940647,-3.6456420946601646,2
70.35337963395381,-47.14781924309344,3
-57.6594351501218,4.082818900906631,2
-27.02365829312462,26.292054393583335,2
18.586964464728084,23.418311813375333,1
-15.179828353320097,20.689216044396872,1
-49.896144695409966,55.32861860503208,1
1.8559491508734638,-27.02205602561557,0
-46.38695210323187,29.008861674871156,2
66.93713552815302,95.6173245704217,1
20.60129485370014,32.45658356972437,1
-24.844720138924615,21.127470908877886,2
-39.53483970083256,31.20591478364191,2
86.54906339219937,40.934908644006924,3
-43.41783070578306,82.36223407910893,1
-1.0828579956909152,-24.510411271580626,0
50.29657486820425,3.6564574972304023,3
-8.185047433496166,-4.254027076534115,2
53.065868735398,-24.419826642413682,3
37.4234760059725,18.283213814366974,3
-5.572924841208405,-26.29112984995657,0
47.20695657795986,34.12698472014888,3
82.37819940126644,75.2824184728596,3
8.795531830231724,41.712649428937226,1
25.954467218901005,-18.033598115552245,3
38.477484523590654,17.596101889104975,3
-45.40381828397296,-29.52268824206095,2
-25.354945862199756,58.98211436235596,1
51.84016888303917,12.14603260434082,3
-64.76512921564736,57.9918784530018,2
-41.11589797007841,4.946577314599679,2
47.25540952631378,-58.28123596227006,0
44.24786787861993,11.059211337982081,3
55.33727696099841,34.418718523477764,3
-64.0580372124831,-16.085427011872795,2
26.095634410966383,-42.13962685752342,0
26.549060118603762,-61.69499433482474,0
66.24401232524563,60.31922302585315,3
-19.465631498866614,-7.573380903311264,2
-15.20500717813438,50.3939880114815,1
-19.644445611333147,4.940346537206473,2
-23.4652919483475,14.541837335416744,2
39.57890614658855,7.172294040390959,3
-8.093469043439939,-13.49610463511955,0
8.735597837563912,-47.82864326093249,0
-46.867947136639216,65.38305510025891,1
-34.666660943744375,74.51144308360637,1
84.69701227788474,24.77155261210102,3
-36.75979991036123,90.41752790150453,1
-0.0044224145520530556,-27.44898290921347,0
11.350924411625982,-32.561972144091456,0
-3.514059765027813,-29.44860586017971,0
-9.853471781095465,49.657317000800234,1
30.576922403211924,27.870225314599992,3
44.56386539629244,-36.0362461565684,3
-47.85979303325388,25.511047697473508,2
-20.858509269881637,-28.009978711682287,0
38.60416470824088,-48.957354215359814,0
-24.056715041081777,13.064686222664236,2
56.13317356710215,27.623918629046777,3
81.85496402710834,-21.492574483877583,3
33.476766950293865,0.6506033318962174,3
14.228828598979419,42.73299302891347,1
-36.20362012814206,-32.48131822718679,2
-31.784240962309305,31.27735388296623,2
-30.02821231634332,-97.17527690993907,0
-97.42331971766336,-82.84769422807106,2
-3.661755965036704,46.99230615598635,1
-19.039739882574708,17.31889498644118,2
-34.85470597496656,-73.36717868103099,0
10.474343136259321,-28.75547280345426,0
30.838124508866848,-24.138647331481245,3
24.077987293570253,16.91052457275742,3
3.613755051075483,12.020537020349437,1
-18.870889376620823,-4.618895575898115,2
-62.12158530789671,21.264891980523597,2
-8.463022901171136,-17.63440737328179,0
-54.71360955025172,-29.96619627487798,2
2.33010624175391,8.786468819980684,1
20.748432308734156,34.02663129582813,1
-69.20311573472146,-88.10772197126272,0
-42.97653926734554,74.16439741819305,1
-34.572868158512286,62.22351432759247,1
-49.63924814419262,26.642787165054962,2
-40.45687928146924,63.41030143108719,1
-24.2432547437446,-36.969990002292164,0
26.268488235885556,-2.7237250363334837,3
2.051430077952773,34.80823656582742,1
-16.486373696032764,13.937224510852204,2
-9.385258440982199,11.783501509671126,1
-48.62169728913725,-19.422690980232403,2
-22.8157337777335,-72.28896338147197,0
-8.792715562403895,10.78872772926431,1
-30.137030583470896,27.51831256253174,2
46.4118647305163,-35.54532078259209,3
17.379279933124995,69.48479413195867,1
-0.3740290881225832,-11.185475892843996,0
-43.69028142478929,45.03462189050198,1
-11.645954001749015,2.882866138819338,2
-17.36708146358287,-41.12694934027133,0
-57.27412958577313,-72.75409639886335,0
-37.59570936449433,-24.14211207465336,2
30.222157656022667,-38.05752762524327,0
-17.852524854803853,6.204865276597957,2
-76.04637821409563,-14.494421964309314,2
82.42903182896171,-48.977493723581354,3
23.959426489040865,21.600621883048106,3
-17.858633936375234,53.41801750696129,1
-2.3493958947763076,24.38350581034716,1
-0.11022888170121803,-17.02147597568036,0
29.079443798240455,18.21042530862809,3
18.54558402464737,-44.190432569983535,0
27.88582688129182,78.6175447437424,1
5.614287090564531,1.9914505011779724,3
61.46122972003059,24.479533118367446,3
6.089661243619737,5.860848560709087,3
49.854983352061254,26.796129472809646,3
-21.504782532733955,93.43945008062214,1
-36.3719430909035,31.814566468419137,2
31.29679805919111,76.56464639476333,1
-31.342346145324846,-9.441189104100225,2
-17.270991291022582,46.215407528920004,1
30.49689722590157,70.22077793995012,1
-2.3023053103481885,28.26267714984175,1
3.504520845570717,23.879580705033312,1
3.631920588134548,31.484944493937604,1
-53.71056632556372,-11.422355174950582,2
57.14980010091872,18.4625163057257,3
15.362413585387731,55.805144103342435,1
-22.985402390102763,-33.96193308129129,0
31.76505130299155,-9.569108850796688,3
55.89817977531845,-31.17369534248361,3
-50.30892952979697,3.528949585280081,2
90.32993283532994,-70.67015954968085,3
32.45844265971671,-30.077951007592397,3
-22.06408307069087,-51.666950251182485,0
25.50241080307564,-20.916503738659358,3
17.604423802064574,-29.878298028549445,0
17.117047329005388,-26.302639994834898,0
8.679171213849727,-37.96193276180779,0
7.355345907557066,-25.0802387533098,0
-19.69391191094249,-55.240029464331016,0
52.3047283715867,-1.562639139783272,3
15.782580470017948,-22.26616903606581,0
-59.38704999538626,1.9206061075837084,2
13.914334972057539,-39.795640919175085,0
-69.96837055001288,-2.305743585728216,2
60.81615458697162,-58.7903865951626,3
15.371321729609399,16.634489750704375,1
-24.07296212809431,-4.871856093919405,2
-10.674214042667003,-15.38271241944085,0
-29.147687295074164,19.86976231309842,2
-18.167583113772004,32.68225110371123,1
36.09566702026905,40.91838750989425,1
-33.968110950276866,-32.255018376583536,2
56.160917122516736,19.604787659368135,3
-0.8498322524458146,-38.42742694278323,0
84.63243737207179,-15.677855428241656,3
-41.841661722609885,-28.98298865113658,2
-38.824244342207884,-76.82989907657304,0
15.203228431137404,-73.9016657272195,0
0.25679926383480733,15.873248424199517,1
-53.48323777019599,-33.0161173315794,2
-31.571035902672634,-23.417141337649085,2
-77.513580382441,4.945590372552921,2
-56.558795476560576,11.190693207995874,2
-1.9786549595823288,3.3995284115899835,1
-14.109672020630672,40.96325972281849,1
-9.458491822300672,-41.64983922926617,0
-28.506054221603492,-51.74892000012159,0
45.185075949430576,51.367723610125005,1
9.188438768682591,-83.10120528098557,0
-11.236415049927302,-70.71035896650912,0
-68.87890236163634,14.418619141683731,2
4.952943917415936,-31.79196915406343,0
-55.23617180521167,6.18415934709067,2
-81.05950233908192,25.354870649186722,2
81.15558745939826,5.994516897216052,3
-73.36438855850331,11.090271130746238,2
9.97926362157608,-45.14199904236437,0
66.55854736800032,26.52953901615905,3
71.66215538685518,4.375967588955142,3
41.22132562418548,-78.98255310426636,0
17.83040235149106,-4.044271917194024,3
-7.705480430822028,-24.35962511252196,0
55.56427219995413,-31.44260688623106,3
5.9104218322273,-9.231510067496039,0
57.8508722894234,13.475021759160398,3
74.513891269678,45.94226609137805,3
-64.5896612400581,54.713725118818395,2
37.86838835372117,-51.17480829020837,0
72.68686247812525,-36.94406170858635,3
5.076222767513961,46.42958389245826,1
-48.16258465692853,-60.49322847859459,0
-8.200244900933583,34.6066366705914,1
12.712547797465124,16.660708813455628,1
-38.98985899574968,3.738973568831554,2
-39.38158035709324,40.66650446674184,1
24.320944641804296,3.533847830333869,3
-15.977052151341887,45.976479831445666,1
15.79944517490284,-50.98670169561669,0
-11.743359634951325,44.98638257268572,1
-4.593726782885799,7.3278837406577395,1
1.961679946911424,-72.15330701267226,0
67.73617643994723,-25.546007880440577,3
-27.318336450727088,15.078629184083823,2
-15.742143717856443,-27.12429944546716,0
30.06300496855701,57.62302470377014,1
-1.1968368675136674,4.170132194099551,1
-0.6211878911032045,-37.47774332463472,0
15.992908237978256,22.946552524064444,1
35.92375990390616,-17.668840281312,3
-61.781596109327516,39.48985266809517,2
35.25679484030176,-12.824961766444346,3
5.053448237863428,-2.3676358054809796,3
84.98323723638887,2.800147431155551,3
89.4347427165573,37.04028420092112,3
-10.816380716973459,51.11911057782049,1
-23.898928551285273,51.51583488685977,1
35.89579376568823,19.48637028194279,3
19.950094606152597,43.88057845863048,1
51.48300925515227,-9.806585486807549,3
18.647948542271173,-39.46787063630086,0
-31.547106810921136,-15.256808259251216,2
-46.71125098493492,23.478955189293814,2
-38.01413836690754,41.99798502597945,1
15.096104640161492,29.35540643213134,1
11.646500993442565,-0.28957228771278665,3
29.012724264897045,17.15904196851823,3
-85.55947276441273,7.3089482988226635,2
-30.77764655609424,-91.42036275215841,0
73.83288653936461,18.308971668011253,3
-73.50131603147216,-37.10561385024108,2
-22.300925886636108,-23.197832003811186,0
-65.94335967910482,43.071447292249964,2
37.43019875068794,34.21907779761944,3
14.64024852422829,18.12265207469283,1
46.500474178448236,-8.644748021218728,3
-45.6344595243836,12.632151017991475,2
26.810825616854927,-41.12697414899786,0
-9.922749047144926,47.63099170129731,1
-63.684533068620055,9.429281506729296,2
25.210480469265185,6.580857414381271,3
23.133762121185953,-20.61637244889134,3
-22.018894255508307,-67.11600036348779,0
3.790594842464401,45.911253654795004,1
45.95395082557705,54.45567399645921,1
-2.1231034723649174,10.87707824362144,1
12.77278871554212,52.73614628169251,1
-38.210611539133666,-54.387293806139844,0
30.80137235154757,-26.752474825835833,3
45.07692705980741,17.353218641611548,3
46.741142526601244,-31.89705587068756,3
-0.7029288139663379,-8.509077818810361,0
-52.50568630266786,7.05708258779481,2
20.125224255674453,85.74914290839257,1
31.266273212430434,46.80851991807736,1
-57.28952552393329,59.60131848415815,1
43.423886401545616,-33.005834166946535,3
6.610304620853718,66.94423465192085,1
-12.812360844204349,63.268744215046745,1
-25.643230344914997,28.075352169380807,1
9.858738301011343,-9.892407390050206,0
-11.272773083963813,60.48464536523623,1
-8.64588196867983,82.98264323785764,1
-93.57446660558044,-60.03287335340984,2
-16.35666026342357,-36.69530797344775,0
43.2307227320041,40.99359519671687,3
57.460759816993914,40.701429100134426,3
-38.752213879617955,38.83171006208074,1
42.58987374663302,6.862553078289498,3
30.953991611543678,-10.136028149412844,3
-9.515997969577793,29.094318339287813,1
-19.805813454978512,46.96176349912648,1
14.320333324939007,40.413166037630816,1
30.532925442724867,28.54516863933712,3
78.08676656479896,1.012495054566017,3
-25.69867733434979,40.480479358488836,1
12.082674659182757,-6.179874271668822,3
-14.03732613321614,-50.880966478644346,0
-62.1036227554371,-33.62409261562025,2
-5.914182039249319,-16.312271977128276,0
13.340501353910248,-18.740325519421972,0
-65.65356935800729,-88.66669681878093,0
-42.7584182010341,-5.355555014479016,2
67.47135095224634,-66.27048524530622,3
38.62666514560083,-9.241530978782265,3
34.70432109435957,-1.7534452083016276,3
-21.535122606030466,-37.30203835117376,0
-11.365956298464084,-19.72123008298054,0
13.627743641453748,5.711899474367797,3
-39.24150753687728,46.801384882766705,1
-19.680518556413617,-3.6289114760178123,2
53.13537052111871,-1.9435054073962306,3
-78.94890462202933,5.463481205459164,2
-73.04335090703918,38.378589464276644,2
3.9166414925945183,-43.29708798162467,0
44.99711162726275,44.316802154207565,3
6.469825881921842,46.5236322128691,1
3.5351914817831833,-4.0716747485942335,0
56.65366939076523,-19.48060127882158,3
-96.24636948747093,42.931081719400346,2
-6.137855249189499,62.09558682526658,1
-45.645187046808154,-19.2331004838976,2
5.713380286509022,-28.209132744279344,0
16.50921024086208,-19.43411741052643,0
-21.349885226769203,-15.080981081412716,2
-88.1776235591589,-44.596450098352435,2
2.029353421222453,67.53381536347925,1
40.19784274798508,57.686627890099274,1
6.433238460283704,-34.774380005054994,0
-3.3254665848279785,63.849604981835185,1
28.153149196172958,49.758126299077574,1
15.787015395188007,6.635906184439456,3
4.42302708780489,24.823973516484433,1
-19.279713687360918,11.82055829777773,2
-25.175014115379486,12.726681492179637,2
-33.44648899621522,67.43899432811463,1
-38.24878275241621,30.728017566912893,2
30.008317817054632,-35.629772234888094,0
45.81134686147975,17.19067553414743,3
66.17683369592473,-44.9963632999657,3
14.87440295219261,58.97564644544065,1
38.89742022314313,-23.785606733800254,3
-5.5326843675859365,39.37281812887109,1
-12.091829754046387,-59.40121029771578,0
-18.439224436547022,-38.66709129251131,0
25.673724843674947,53.61848877907907,1
-59.078216635914394,-1.9256923218753492,2
-56.16234870110958,68.99336203104056,1
65.78529395423843,32.04738591618423,3
-38.74712258048534,-44.3444527418864,0
-82.31246013994377,-2.7690460204523717,2
23.2403836656418,-14.074841896610941,3
-11.619900429705776,-13.678879985338696,0
-56.68641458465636,30.42883207810207,2
-16.20274525370802,1.760304215626725,2
-53.749081611409075,-31.719877185218124,2
-41.498278439146496,49.324690549188894,1
-59.881863596369335,69.69037707916875,1
9.771508950296472,-40.65315550235513,0
-23.235313985736013,17.843668764248314,2
-56.629865144007944,-19.08098361029802,2
-38.14529492448287,48.74484380077741,1
43.48005653755948,19.93851916746209,3
-3.8091837687823187,25.838864040689636,1
47.30739095232025,-53.90555696270212,0
-18.817999995034995,1.1067728234683614,2
37.00095760985827,-57.62299326987827,0
9.631622879250635,63.78575369749651,1
-37.12747145864277,8.525321764777345,2
-3.2330472608714587,42.17136290388076,1
-26.884732656231204,36.9111922593997,1
-34.881963453236736,11.19468917402667,2
54.26886484346596,-34.146519805052016,3
-77.50840370789581,-31.61906810000187,2
-10.510639808686122,20.998984752203583,1
9.711730711426107,-37.39093298435344,0
16.364310527566985,-37.76126212452737,0
26.064599198300694,71.06037632646577,1
16.49088911157508,-81.24913661534812,0
61.84503882176401,-82.80775450077225,0
61.26112173267015,-6.665431930430053,3
-45.2360922819787,49.017583903041604,1
43.97911515660555,-2.4211076746212115,3
6.064012029219679,-82.45517871402791,0
-5.6966925316121575,59.70552603139198,1
-8.27579983912402,69.56917246703766,1
-31.898168223183994,-21.807810180110845,2
57.584033502265505,41.34100835135005,3
2.905960773493163,28.98848499739887,1
10.378388018519104,-10.383688155811612,0
32.07996721784499,2.4772478985446753,3
-22.002613478539644,14.861620982810265,2
-57.50699094569879,39.45140120888892,2
64.03905424949704,10.066664341724739,3
-48.3394084183325,-61.22327963523976,0
-40.222660228994144,-16.72875583654244,2
23.733291973377483,-7.107932649406777,3
-26.49043183639973,-21.91933406227414,2
-6.258793221561618,25.22743908538272,1
-21.46678940282405,5.147869828487046,2
-33.27738147311976,-5.3709222615055126,2
6.845667287649668,-0.1890515923753533,3
40.90424474065997,-32.834881932309806,3
74.77295686894448,-11.278195904179235,3
-7.973028087999559,30.594919938869864,1
-39.60782628004367,6.142839579525386,2
25.06990383921294,-31.65623886207171,0
11.932722328108547,16.974972537994304,1
-73.05662057663943,-62.106439776108836,2
-43.16808054238387,84.14159282884181,1
-54.85987612663495,35.55624734757466,2
29.85368294041172,2.696138360020541,3
-35.462817832107135,-20.12295011259085,2
-8.617162745980195,74.52092410183272,1
46.457306541253864,23.527651023089412,3
11.517985761036996,39.3368227825818,1
-20.850486190312402,-3.1623036740819686,2
40.3720363524386,6.579780986326661,3
-19.577105678102583,-20.189841892604846,0
-30.068521742124496,66.50427780675147,1
78.50164185425803,-76.19020800845654,3
57.740550881548415,-29.247313980619573,3
8.598486577311007,5.1883809734201805,3
32.00343412898482,-51.79368436191314,0
15.626998287744016,86.54383987328745,1
10.010526507733275,67.52894014132096,1
-44.67557527100903,15.97747668590911,2
8.661675054165741,-53.58810229544703,0
-76.45468625493363,37.940804863158164,2
52.381941211302816,-38.02683374088512,3
16.185041263766024,28.38704650176136,1
34.101120318425544,-36.11560339193759,0
12.27734428258491,-39.10240061038853,0
-63.71657658347187,-23.698521550164166,2
-19.519054385778382,0.5723615536624678,2
-6.202242067106276,5.714938287750996,2
14.01796120742425,-65.00233876799021,0
31.20777300262732,36.53383053147074,1
-13.151495981941697,28.783631775332836,1
-77.72559677580888,-4.365235292625357,2
-6.195479393144602,4.47038150644503,2
23.728508326846768,33.01149104801932,1
39.68146311211258,18.740736902677767,3
-21.234150399876697,-44.97083612324716,0
-8.66394227432465,15.97747005108782,1
13.42136293819117,30.131931346812877,1
-32.837628291442584,1.1534582932859792,2
-37.69225224643504,29.715585241500058,2
-1.3975768761529181,0.34298591276085943,2
-5.837751919345493,-80.57451615731047,0
79.50165136577147,-79.62828180610069,0
-44.8791038154529,27.89240808085995,2
-3.5321584337969725,-32.354502804110226,0
-9.968425443584202,-28.10116484136364,0
37.53963805817553,11.555319212142798,3
95.46983524195,30.6393923023356,3
-59.316161106779134,-4.727284460561492,2
-10.340538214671653,41.02836721210481,1
-1.1258656947726138,33.75057646327902,1
10.059999183427266,-76.20001594095741,0
34.688983339458346,-52.770115837822175,0
63.150232878511076,20.862521827867262,3
56.908765921182884,-22.097882394122053,3
-12.665317003815943,-4.565672576356981,2
56.01734915662383,49.712278089385045,3
34.35124449907693,15.214661427025558,3
50.03399888772349,-24.86012424996077,3
-17.404189417142547,-9.534324714510948,2
-83.86607997587876,8.69153658430708,2
-17.239846037709505,-2.4219215471244553,2
-29.832029903004262,-12.259541788506993,2
-28.04391991972723,70.3036367987875,1
47.562102684398624,-73.24941265467007,0
3.338725840674428,16.631504678165626,1
4.389531377652659,44.21226749306214,1
-6.997723463195854,35.167350406930254,1
17.356388037609037,65.30630360621802,1
63.2804124635729,-23.687571335177097,3
-5.827642492349952,24.195441775191007,1
11.878060974822354,41.018548946748986,1
-38.476540879263,4.55217597522352,2
-47.614226233590315,-36.228824044420776,2
69.53738669682568,-1.1228894023359643,3
18.656682434078263,-0.9410820701466633,3
-63.625446020127065,-45.61872061118741,2
-31.965593495796256,-1.6205731033128643,2
-10.513150416920528,-60.927950111219005,0
-24.616846581272,29.407927590823057,1
-3.6961482247725,-40.226046998503264,0
22.356043266848282,42.857365493760696,1
70.13780244483121,42.78880835662651,3
-42.287777746437804,34.85472334357423,2
-17.860867897590467,43.93941572176341,1
93.87808077876258,-35.463040959898564,3
51.30138442953372,58.614672958434554,1
15.818951296151663,10.326469685596464,3
-7.900388526192387,-17.133499509038376,0
26.08400607105196,-6.840334908907554,3
-14.03274068279623,65.46647391883364,1
40.47130894640377,-42.882615092043906,0
67.84856656637868,41.61042239931004,3
35.79791006222321,10.210337215848483,3
-20.785666422962766,-38.66858916079186,0
-23.76045260345267,28.439216702849706,1
-39.86957822844074,48.966301678547154,1
-40.41203720526152,-57.38907694420936,0
-22.331494379704445,33.1408571804471,1
26.160409433616138,57.81908978940035,1
-37.8418304004088,-30.2256098465987,2
-48.30352806000299,15.091338669728941,2
72.83834629745695,11.679762100092432,3
36.2642714258715,-24.904562748114927,3
32.13382175019196,-70.8104924386475,0
1.3773660166452757,-46.304377311324615,0
17.846790538221843,-2.4248513843130866,3
54.28631545979383,-12.621101996346862,3
96.6116878613956,13.119192152986486,3
-0.5114390451610475,-36.79419019694058,0
-37.59609107742464,-14.254341569377587,2
36.194023893940425,54.51400362869512,1
2.7589733597078734,27.851395592419614,1
-56.72035010582886,-20.041211720283602,2
-8.455689324035642,-85.25249871353364,0
-4.0398532276591865,-27.713516058109015,0
-50.85228408458513,-16.72999949439827,2
-2.8393091820883214,-57.7001752774952,0
-15.599927717300162,-25.948524274307076,0
49.17269334303586,69.96464933441733,1
-95.43384741884341,-3.7358879314769027,2
4.284324441815819,-5.602904238512863,0
6.146616537015532,6.008774772781777,3
11.26818329862207,28.185321978999617,1
-55.946666094854926,-49.2830450302189,2
66.74687415949805,-9.109409210201264,3
-4.607276266177635,-55.07190949641026,0
28.958551086003606,11.216870746988292,3
27.70732911700481,-40.86122488389126,0
12.139074408349153,-51.550319719509275,0
2.8316922062776797,75.05114004266767,1
-33.029096968587645,7.336664876323852,2
-44.869412693163085,-87.39777169558752,0
21.796480516221237,-54.687645856503835,0
-75.05305804866819,-6.60935425156363,2
-41.05754215063192,-35.52661528102456,2
-77.04775562090758,-50.55338597022007,2
-44.880449290526265,-62.41935447045762,0
49.9638691757989,19.886790019437605,3
10.754212146077613,-9.662359917943185,3
-72.40287861794339,22.48053622382706,2
13.85282595390916,62.262937106914265,1
26.56349220754003,88.17131373111063,1
-75.57038483261906,61.90291737512663,2
33.78832329277877,-44.212282662513616,0
37.987204178841175,16.222827384214355,3
22.977401705792147,12.772435983879113,3
44.76852590960279,-0.23077830582041514,3
-16.639573098849972,-12.21611772803358,2
10.407225304427612,-48.98562384779241,0
-2.0492353834360983,-16.390679790145782,0
8.098064882389522,20.429591029183243,1
4.859677759685965,-57.4846757370469,0
-0.22351448972102617,-63.3439829384111,0
9.11977918168526,-69.39560198202274,0
-75.09516095451114,6.513688870190869,2
34.27067828398277,25.032607801607675,3
-2.966483882020512,53.47594662091832,1
-1.3627262326905694,56.245005682389746,1
61.24648312278483,15.540572931035232,3
-51.67990221292507,-3.9666849947636535,2
14.1621179328871,27.693497238692004,1
2.456576272367329,21.35013329332846,1
45.00856270195537,-23.375494540917877,3
-16.00643915644973,1.159732739425685,2
-8.162323926859678,-5.60665529403682,2
-22.330723646333496,-53.73085001632131,0
-48.934404075003826,34.62132043188636,2
85.58409429774875,-10.133506879890525,3
64.76134774314193,-45.77588775983871,3
5.14961519322685,-47.53162832408174,0
-12.79108532240457,-36.70358112893621,0
44.017062604646,-13.81311134358575,3
-79.24915218098694,-42.95189326480556,2
-49.025067255499046,15.215319648031254,2
45.97636685242086,54.15078975193354,1
32.92459185492845,-84.25444020636704,0
-0.6741051713708259,-25.554636856225713,0
5.219723122594914,31.484700071704466,1
-13.542322515836823,72.55502794609707,1
2.8191493186112666,8.485575299941885,1
35.936752074121614,-3.52717157716841,3
2.2688458783161067,37.42893748452289,1
-52.7082993954009,-38.93248590654005,2
-31.95551134651876,-37.18932477528751,0
45.79887180025117,31.95108341363914,3
16.25385461842815,-8.03642383900052,3
30.056604169269434,-7.269087592978643,3
-49.825655266353394,88.05817845243752,1
-24.152427014160416,-9.901955349136937,2
-28.68925672410596,38.647819087915,1
20.62656225346526,11.906779076052576,3
-76.28565891710463,0.3201723452497802,2
13.450820269482342,23.538158341779365,1
40.35852692598495,-1.4273883303436037,3
-5.071748642405652,56.98632585695754,1
-56.85826753811205,40.353200003912015,2
-9.239673691055884,16.360816824940706,1
69.21324238845882,11.395623361452522,3
-1.3957211674581487,-31.758677287536315,0
8.673791414652712,18.987637087086387,1
88.9785527055821,-59.55333242151592,3
4.014826242492056,87.34005454228512,1
60.48277816697944,80.9305577878203,1
55.24967992947668,41.57166426542275,3
-23.480556554953722,73.99472042621662,1
-65.0585092973455,68.09588420179367,1
-14.87756270163208,-36.343667709798886,0
48.483328517680974,-25.87910009958074,3
